year_of_manufacture,manufacturer,model,mileage,body_type,transmission,drivetrain,exterior_colour,interior_colour,passengers,doors,fuel_type,price,city_consumption,highway_consumption,engine_displacement_L,engine_cylinders,engine_type
2021,Volkswagen,Jetta,36296.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,31490,8.0,6.0,1.4,4.0,Other
2019,Volkswagen,Jetta,48658.0,Sedan,Manual,4X4,black,black,5,4,gasoline,31949,10.8,8.7,2.4,4.0,Inline
2021,Volkswagen,Jetta,25002.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,31990,8.0,6.0,1.4,4.0,Other
2021,Volkswagen,Jetta,22211.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,31990,8.0,6.0,1.4,4.0,Other
2021,Volkswagen,Jetta,25217.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,31990,8.0,6.0,1.4,4.0,Other
2020,Volkswagen,Tiguan,40270.0,SUV,Automatic,4X4,orange,black,5,4,gasoline,32295,11.5,8.7,2.4,4.0,Inline
2020,Volkswagen,Tiguan,53213.0,SUV,Automatic,4X4,white,black,7,4,gasoline,32295,11.5,8.7,2.4,4.0,Inline
2018,Volkswagen,Tiguan,85478.0,SUV,Automatic,4X4,white,black,5,4,gasoline,32499,11.3,8.8,2.4,4.0,Inline
2019,Volkswagen,Tiguan,27081.0,SUV,Automatic,4X4,white,black,5,4,gasoline,32989,11.1,8.1,2.0,4.0,Inline
2021,Volkswagen,Atlas,37150.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,38999,11.7,9.9,2.4,4.0,Inline
2019,Volkswagen,Golf,65747.0,Wagon,Automatic,4X4,white,black,5,2,gasoline,32995,10.7,8.0,2.4,4.0,Inline
2021,Volkswagen,Passat,77000.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,33488,9.8,6.6,2.0,4.0,Other
2021,Volkswagen,Jetta,37308.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,33490,8.0,6.0,1.4,4.0,Other
2021,Volkswagen,Passat,62400.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,33688,9.8,6.6,2.0,4.0,Other
2021,Volkswagen,Jetta,47150.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,34188,8.0,6.0,2.4,4.0,Inline
2019,Volkswagen,E-Golf,43347.0,Hatchback,Automatic,FWD,white,black,5,2,electric,34487,0.0,8.7,0.0,0.0,Electric
2022,Volkswagen,Taos,17128.0,SUV,Automatic,4X4,black,black,5,4,gasoline,34495,9.5,7.4,2.4,4.0,Inline
2019,Volkswagen,E-Golf,44976.0,Hatchback,Automatic,FWD,gray,black,5,2,electric,34745,0.0,8.7,0.0,0.0,Electric
2018,Volkswagen,Tiguan,26600.0,SUV,Automatic,4X4,white,orange,7,4,gasoline,34760,11.3,8.8,2.4,4.0,Inline
2019,Volkswagen,Golf,70055.0,Hatchback,Automatic,4X4,gray,black,5,4,gasoline,41999,10.2,7.9,2.4,4.0,Inline
2017,Volkswagen,Beetle,58719.0,Convertible,Automatic,FWD,black,black,4,2,gasoline,34888,9.6,7.5,1.8,4.0,Other
2018,Volkswagen,Beetle,38715.0,Hatchback,Automatic,FWD,black,gray,4,2,gasoline,34888,9.1,6.9,2.4,4.0,Inline
2019,Volkswagen,Jetta,32000.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,35888,10.8,8.7,2.0,4.0,Other
2019,Volkswagen,Beetle,31443.0,Hatchback,Automatic,FWD,white,black,4,2,gasoline,35994,9.0,7.1,2.4,4.0,Inline
2021,Volkswagen,Tiguan,20377.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,35995,11.0,8.6,2.4,4.0,Inline
2019,Volkswagen,Atlas,105426.0,SUV,Automatic,4X4,gray,black,6,4,gasoline,35995,13.8,10.2,2.4,6.0,V-Engine
2019,Volkswagen,Beetle,70007.0,Convertible,Automatic,4X4,white,black,5,4,gasoline,35995,9.0,7.1,2.4,4.0,Inline
2016,Volkswagen,Touareg,156650.0,SUV,Automatic,4X4,black,black,5,4,diesel,36888,10.8,8.7,3.0,4.0,Other
2019,Volkswagen,Tiguan,37320.0,SUV,Automatic,4X4,white,black,5,4,gasoline,36990,11.1,8.1,2.0,4.0,Other
2016,Volkswagen,Jetta,108155.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,18999,9.4,6.5,2.4,4.0,Inline
2020,Volkswagen,Atlas,25563.0,SUV,Automatic,4X4,gray,black,5,2,gasoline,36995,12.8,10.4,2.4,4.0,Inline
2020,Volkswagen,E-Golf,31754.0,Hatchback,Automatic,FWD,black,black,5,4,electric,36995,0.0,8.7,0.0,0.0,Electric
2020,Volkswagen,E-Golf,41214.0,Hatchback,Automatic,FWD,blue,black,5,2,electric,36995,0.0,8.7,0.0,0.0,Electric
2020,Volkswagen,E-Golf,37976.0,Hatchback,Automatic,FWD,black,black,5,4,electric,36997,0.0,8.7,0.0,0.0,Electric
2022,Volkswagen,Taos,22009.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,36999,9.5,7.4,2.4,4.0,Inline
2021,Volkswagen,Tiguan,35015.0,SUV,Automatic,4X4,blue,black,7,4,gasoline,38795,11.5,8.7,2.4,4.0,Inline
2020,Volkswagen,E-Golf,28592.0,Hatchback,Automatic,FWD,blue,black,5,4,electric,38995,0.0,8.7,0.0,0.0,Electric
2021,Volkswagen,Atlas,37150.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,38999,11.7,9.9,2.4,4.0,Inline
2022,Volkswagen,Tiguan,16901.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,39995,10.6,8.0,2.4,4.0,Inline
2022,Volkswagen,Golf,24025.0,Hatchback,Automatic,FWD,blue,black,5,4,gasoline,43999,9.3,7.0,2.4,4.0,Inline
2019,Volkswagen,Golf,70055.0,Hatchback,Automatic,4X4,gray,black,5,4,gasoline,41999,10.2,7.9,2.4,4.0,Inline
2023,Volkswagen,Jetta,2997.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,42388,9.0,6.5,2.4,4.0,Inline
2022,Volkswagen,Golf,5564.0,Hatchback,Automatic,FWD,silver,black,5,4,gasoline,42488,9.3,7.0,2.4,4.0,Inline
2021,Volkswagen,Atlas,39498.0,SUV,Automatic,4X4,blue,black,6,4,gasoline,48726,13.8,10.2,2.4,6.0,V-Engine
2022,Volkswagen,Atlas,8992.0,SUV,Automatic,FWD,white,black,5,4,gasoline,53998,13.8,10.2,3.6,4.0,Other
2022,Volkswagen,Atlas,9700.0,SUV,Automatic,4X4,black,black,5,4,gasoline,55176,13.1,10.0,2.4,6.0,V-Engine
2022,Volkswagen,Atlas,12189.0,SUV,Automatic,4X4,black,black,6,4,gasoline,55999,13.8,10.2,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,white,black,6,4,gasoline,58888,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,silver,black,6,4,gasoline,58999,13.4,10.1,2.4,6.0,V-Engine
2021,Volkswagen,Golf,49735.0,Hatchback,Manual,FWD,blue,black,5,4,gasoline,39999,9.8,7.3,2.0,4.0,Inline
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,silver,black,6,4,gasoline,59888,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,59888,13.1,10.0,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,white,black,6,4,gasoline,60888,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,8995.0,SUV,Automatic,4X4,black,black,5,4,gasoline,61128,13.1,10.0,2.4,6.0,V-Engine
2014,Volkswagen,Passat,248385.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,9985,10.8,8.7,1.8,4.0,Other
2013,Volkswagen,Jetta,134719.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,10950,9.8,8.1,2.0,4.0,Other
2012,Volkswagen,Jetta,94000.0,Sedan,Automatic,FWD,white,brown,5,4,gasoline,12880,9.1,6.5,2.5,4.0,Other
2014,Volkswagen,Jetta,146898.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,13950,8.9,6.2,2.0,4.0,Other
2015,Volkswagen,Jetta,94287.0,Sedan,Manual,FWD,silver,black,5,4,gasoline,13999,9.5,6.9,2.4,4.0,Inline
2019,Volkswagen,Tiguan,64507.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,25490,11.1,8.1,2.4,4.0,Inline
2012,Volkswagen,Tiguan,151141.0,SUV,Automatic,4X4,yellow,black,5,4,gasoline,14388,10.9,7.9,2.4,4.0,Inline
2017,Volkswagen,Jetta,147894.0,Sedan,Automatic,FWD,black,gray,5,4,gasoline,15477,8.5,6.2,2.4,4.0,Inline
2015,Volkswagen,Tiguan,178355.0,SUV,Automatic,4X4,white,black,5,4,gasoline,15499,11.7,9.4,2.0,4.0,Inline
2013,Volkswagen,Golf,147767.0,Hatchback,Automatic,FWD,gray,black,5,4,gasoline,15988,8.7,6.3,2.4,4.0,Inline
2015,Volkswagen,Passat,178170.0,Sedan,Automatic,FWD,white,black,5,4,diesel,16888,7.9,5.5,2.4,4.0,Inline
2015,Volkswagen,Passat,129780.0,Sedan,Automatic,FWD,gray,black,5,4,diesel,16900,7.9,5.5,2.4,4.0,Inline
2012,Volkswagen,Tiguan,99153.0,SUV,Automatic,4X4,white,beige,5,4,gasoline,17480,10.9,7.9,2.0,4.0,Other
2016,Volkswagen,Beetle,139041.0,Hatchback,Automatic,FWD,black,black,4,2,gasoline,18888,9.6,7.0,2.4,4.0,Inline
2014,Volkswagen,Tiguan,60919.0,SUV,Automatic,4X4,white,gray,5,4,gasoline,18988,10.3,7.9,2.4,4.0,Inline
2019,Volkswagen,Jetta,85118.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,24958,7.8,5.9,1.4,4.0,Inline
2017,Volkswagen,Beetle,129802.0,Hatchback,Automatic,FWD,white,black,4,2,gasoline,19888,9.7,7.2,2.4,4.0,Inline
2019,Volkswagen,Jetta,144545.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,19890,7.8,5.9,2.4,4.0,Inline
2015,Volkswagen,Beetle,107820.0,Hatchback,Automatic,FWD,black,brown,4,2,gasoline,21888,9.6,7.2,2.4,4.0,Inline
2019,Volkswagen,Jetta,75187.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,22490,7.8,5.9,1.4,4.0,Other
2017,Volkswagen,Golf,36975.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,22980,9.4,6.7,1.8,4.0,Other
2019,Volkswagen,Jetta,96200.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,23888,7.8,5.9,1.4,4.0,Other
2019,Volkswagen,Jetta,61235.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,23990,7.8,5.9,1.4,4.0,Other
2019,Volkswagen,Jetta,99946.0,Sedan,Automatic,FWD,white,black,5,2,gasoline,24470,7.8,5.9,2.4,4.0,Inline
2019,Volkswagen,Jetta,106000.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,24950,7.8,5.9,2.4,4.0,Inline
2018,Volkswagen,Atlas,105281.0,SUV,Automatic,4X4,white,black,5,2,gasoline,33888,13.7,10.1,3.6,6.0,Inline
2019,Volkswagen,Jetta,106000.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,24950,7.8,5.9,2.4,4.0,Inline
2019,Volkswagen,Jetta,78831.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,24990,7.8,5.9,1.4,4.0,Other
2019,Volkswagen,Jetta,22445.0,Sedan,Automatic,FWD,blue,black,5,2,gasoline,24995,7.8,5.9,2.4,4.0,Inline
2018,Volkswagen,Beetle,78853.0,Coupe,Automatic,FWD,gray,black,5,2,gasoline,25495,9.0,7.2,2.4,4.0,Inline
2019,Volkswagen,Jetta,35300.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,25888,7.8,5.9,1.4,4.0,Other
2016,Volkswagen,Golf,123865.0,Hatchback,Manual,FWD,black,black,5,4,gasoline,25888,9.4,6.9,2.4,4.0,Inline
2019,Volkswagen,Jetta,94000.0,Sedan,Automatic,FWD,white,beige,5,4,gasoline,25950,7.8,5.9,2.4,4.0,Inline
2019,Volkswagen,Jetta,61000.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,25990,7.8,5.9,1.4,4.0,Other
2020,Volkswagen,Golf,37799.0,Hatchback,Manual,FWD,black,black,5,4,gasoline,25995,8.4,6.6,2.4,4.0,Inline
2018,Volkswagen,Tiguan,97239.0,SUV,Automatic,4X4,white,black,5,4,gasoline,31688,11.3,8.8,2.4,4.0,Inline
2020,Volkswagen,Jetta,27000.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,26490,7.8,5.9,1.4,4.0,Other
2019,Volkswagen,Jetta,87820.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,26888,7.8,5.9,2.4,4.0,Inline
2019,Volkswagen,Jetta,84836.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,26990,7.8,5.9,1.4,4.0,Other
2020,Volkswagen,Jetta,50000.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,27488,7.8,5.9,2.4,4.0,Inline
2021,Volkswagen,Jetta,16901.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,27995,8.0,6.0,2.4,4.0,Inline
2014,Volkswagen,Touareg,126000.0,SUV,Automatic,4X4,black,black,5,4,diesel,27995,11.8,8.1,2.4,6.0,Inline
2023,Volkswagen,Atlas,5583.0,SUV,Automatic,4X4,white,black,5,4,gasoline,58880,13.4,10.1,2.4,6.0,V-Engine
2021,Volkswagen,Golf,81455.0,Hatchback,Automatic,FWD,black,black,5,4,gasoline,26909,8.2,6.5,1.4,4.0,Inline
2021,Volkswagen,Passat,71169.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,31890,9.8,6.6,2.0,4.0,Other
2022,Volkswagen,Taos,20872.0,SUV,Automatic,FWD,gray,black,5,4,gasoline,31998,8.4,6.6,1.5,4.0,Other
2021,Volkswagen,Atlas,65556.0,SUV,Automatic,4X4,white,black,7,4,gasoline,48899,14.6,10.9,2.4,6.0,V-Engine
2019,Volkswagen,Tiguan,45193.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,42999,11.3,8.8,2.0,4.0,Inline
2015,Volkswagen,GTI,64272.0,Hatchback,Manual,FWD,black,black,5,4,gasoline,23400,10.8,8.7,2.4,4.0,Inline
2019,Volkswagen,Tiguan,102298.0,SUV,Automatic,4X4,black,brown,5,4,gasoline,26990,11.1,8.1,2.4,4.0,Inline
2019,Volkswagen,Atlas,112288.0,SUV,Automatic,4X4,black,black,7,4,gasoline,36990,13.8,10.2,2.4,6.0,V-Engine
2020,Volkswagen,Passat,78391.0,Sedan,Automatic,FWD,other,black,5,4,gasoline,28500,10.2,6.9,2.4,4.0,Other
2020,Volkswagen,Jetta,29000.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,29388,7.8,5.9,1.4,4.0,Other
2021,Volkswagen,Jetta,24826.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,29490,8.0,6.0,1.4,4.0,Other
2019,Volkswagen,Jetta,56100.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,29888,7.8,5.9,1.4,4.0,Other
2019,Volkswagen,Tiguan,56118.0,SUV,Automatic,4X4,silver,black,7,4,gasoline,31999,11.1,8.1,2.4,4.0,Inline
2020,Volkswagen,Jetta,54381.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,29990,7.8,5.9,1.4,4.0,Other
2021,Volkswagen,Jetta,71600.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,31988,8.0,6.0,1.4,4.0,Other
2021,Volkswagen,Jetta,26259.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,31990,8.0,6.0,1.4,4.0,Other
2020,Volkswagen,Passat,61500.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,32888,10.2,6.9,2.0,4.0,Other
2021,Volkswagen,Jetta,50100.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,32888,8.0,6.0,1.4,4.0,Other
2021,Volkswagen,Jetta,44600.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,33288,7.8,5.9,1.4,4.0,Other
2017,Volkswagen,Beetle,38300.0,Convertible,Automatic,4X4,red,black,5,4,gasoline,33507,9.7,7.2,2.4,4.0,Inline
2021,Volkswagen,Jetta,21600.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,33688,8.0,6.0,1.4,4.0,Other
2019,Volkswagen,Tiguan,23474.0,SUV,Automatic,4X4,white,black,7,4,gasoline,33998,11.1,8.1,2.4,4.0,Inline
2020,Volkswagen,Passat,78627.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,28999,10.2,6.9,2.4,4.0,Inline
2018,Volkswagen,Tiguan,71937.0,SUV,Automatic,4X4,white,black,7,4,gasoline,34099,11.3,8.8,2.0,4.0,Inline
2018,Volkswagen,Beetle,38715.0,Hatchback,Automatic,FWD,black,gray,4,2,gasoline,34888,9.1,6.9,2.4,4.0,Inline
2019,Volkswagen,Jetta,14257.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,35488,7.8,5.9,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,black,black,7,4,gasoline,36275,10.6,8.0,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,36275,10.6,8.0,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,white,black,7,4,gasoline,36275,10.6,8.0,2.4,4.0,Inline
2019,Volkswagen,Tiguan,48363.0,SUV,Automatic,4X4,black,black,5,4,gasoline,36499,11.1,8.1,2.4,4.0,Inline
2023,Volkswagen,Jetta,700.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,36990,8.1,5.8,1.5,4.0,Other
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,black,black,7,4,gasoline,37075,10.6,8.0,2.4,4.0,Inline
2019,Volkswagen,Atlas,110411.0,SUV,Automatic,4X4,black,black,5,4,gasoline,35988,13.8,10.2,2.4,6.0,V-Engine
2023,Volkswagen,Taos,90.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,37475,9.5,7.4,2.4,4.0,Inline
2023,Volkswagen,Taos,90.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,37475,9.5,7.4,2.4,4.0,Inline
2023,Volkswagen,Taos,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,37475,9.5,7.4,2.4,4.0,Inline
2023,Volkswagen,Taos,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,37475,9.5,7.4,2.4,4.0,Inline
2023,Volkswagen,Taos,90.0,SUV,Automatic,4X4,black,black,5,4,gasoline,37475,9.5,7.4,2.4,4.0,Inline
2023,Volkswagen,Taos,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,37475,9.5,7.4,2.4,4.0,Inline
2016,Volkswagen,Touareg,102550.0,SUV,Automatic,4X4,white,black,5,4,diesel,37888,11.2,8.1,3.0,4.0,Other
2019,Volkswagen,Beetle,33425.0,Convertible,Automatic,FWD,blue,black,5,2,gasoline,38489,9.0,7.1,2.0,4.0,Inline
2019,Volkswagen,Beetle,36249.0,Hatchback,Automatic,FWD,white,black,4,2,gasoline,39888,9.0,7.1,2.4,4.0,Inline
2017,Volkswagen,Touareg,113422.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,31888,13.8,10.4,2.4,6.0,V-Engine
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,white,black,7,4,gasoline,39975,10.6,8.0,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,black,black,7,4,gasoline,39975,10.6,8.0,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,white,black,7,4,gasoline,39975,10.6,8.0,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,black,black,7,4,gasoline,39975,10.6,8.0,2.4,4.0,Inline
2023,Volkswagen,Taos,90.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,40075,9.5,7.4,2.4,4.0,Inline
2023,Volkswagen,Taos,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,40575,9.5,7.4,2.4,4.0,Inline
2018,Volkswagen,Beetle,28652.0,Convertible,Automatic,FWD,white,gray,4,2,gasoline,40998,10.8,8.7,2.0,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,white,black,7,4,gasoline,41475,10.6,8.0,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,black,black,7,4,gasoline,41475,10.6,8.0,2.4,4.0,Inline
2019,Volkswagen,Jetta,116053.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,23987,7.8,5.9,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,black,black,7,4,gasoline,41475,10.6,8.0,2.4,4.0,Inline
2019,Volkswagen,Tiguan,45193.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,42999,11.3,8.8,2.0,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,43125,11.0,8.3,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,black,black,5,4,gasoline,43125,11.0,8.3,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,43125,11.0,8.3,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,43125,11.0,8.3,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,43620,11.0,8.3,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,43620,11.0,8.3,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,43620,11.0,8.3,2.4,4.0,Inline
2019,Volkswagen,Beetle,47158.0,Convertible,Automatic,FWD,black,black,5,2,gasoline,33920,9.0,7.1,2.0,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,43620,11.0,8.3,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,43920,11.0,8.3,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,46925,10.6,8.0,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,46925,10.6,8.0,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,black,black,7,4,gasoline,46925,10.6,8.0,2.4,4.0,Inline
2023,Volkswagen,Tiguan,90.0,SUV,Automatic,4X4,white,black,7,4,gasoline,48220,10.6,8.0,2.4,4.0,Inline
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,56875,13.1,10.0,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,57375,13.1,10.0,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,6,4,gasoline,57675,13.4,10.1,2.4,6.0,V-Engine
2019,Volkswagen,Golf,69920.0,Hatchback,Automatic,FWD,white,black,5,4,gasoline,22690,8.1,6.4,2.4,4.0,Inline
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,6,4,gasoline,57675,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,6,4,gasoline,57675,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,white,black,6,4,gasoline,57675,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,white,black,6,4,gasoline,57675,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,6,4,gasoline,57975,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,6,4,gasoline,58375,13.4,10.1,2.4,6.0,V-Engine
2022,Volkswagen,Golf,39713.0,Hatchback,Manual,4X4,black,black,5,4,gasoline,59995,11.8,8.3,2.4,4.0,Inline
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,6,4,gasoline,60375,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,white,black,6,4,gasoline,60475,13.4,10.1,2.4,6.0,V-Engine
2022,Volkswagen,Tiguan,19412.0,SUV,Automatic,4X4,black,black,5,4,gasoline,40589,11.0,8.3,2.4,4.0,Inline
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,60575,13.1,10.0,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,60575,13.1,10.0,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,5,4,gasoline,60575,13.1,10.0,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,5,4,gasoline,60575,13.1,10.0,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,60575,13.1,10.0,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,60575,13.1,10.0,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,61375,13.1,10.0,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,white,black,6,4,gasoline,61675,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,6,4,gasoline,61675,13.4,10.1,2.4,6.0,V-Engine
2019,Volkswagen,Tiguan,214099.0,SUV,Automatic,4X4,black,black,5,4,gasoline,21639,11.1,8.1,2.0,4.0,Inline
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,gray,black,6,4,gasoline,61675,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,white,black,6,4,gasoline,61675,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,white,black,6,4,gasoline,62375,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,white,black,6,4,gasoline,62375,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,6,4,gasoline,62375,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,6,4,gasoline,62375,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,6,4,gasoline,62375,13.4,10.1,2.4,6.0,V-Engine
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,blue,black,6,4,gasoline,62375,13.4,10.1,2.4,6.0,V-Engine
